ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default payment next month,AGE_GROUP,TOTAL_BILL,AVG_BILL,TOTAL_PAYMENT,AVG_PAYMENT,CREDIT_UTILIZATION,PAYMENT_RATIO,AVG_DELAY,MAX_DELAY,NUM_DELAY_MONTHS,RECENT_DELAY_FLAG,BILL_GROWTH,PAYMENT_STD
25278,170000,2,1,2,27,-1,0,0,0,0,0,41977,38895,39698,38330,39602,39922,1650,4500,4000,4000,3000,3000,0,1,238424,39737.333333333336,20150,3358.3333333333335,1.40248586773019,0.08451294956485268,-0.16666666666666666,0,0,0,2055,1029.7653454387882
25279,80000,2,3,2,27,0,0,0,0,0,0,54184,24393,25924,16558,17280,17652,1500,2000,1300,1000,650,1000,1,1,155991,25998.5,7450,1241.6666666666667,1.949863126710916,0.04775885942868865,0.0,0,0,0,36532,471.61071517371903
25280,210000,2,2,2,26,0,0,0,0,0,-1,15599,11684,2821,2935,1895,1078,1059,1069,1000,38,1078,1078,0,1,36012,6002.0,5322,887.0,0.17148489769096337,0.1477799683447644,-0.16666666666666666,0,0,0,14521,416.9508364303878
25281,160000,2,1,2,26,1,2,0,0,2,0,100364,97863,100535,104382,100535,101621,0,6497,8001,0,4000,3801,0,1,605300,100883.33333333333,22299,3716.5,3.7831013556165276,0.03683952281592134,0.8333333333333334,2,3,1,-1257,3280.2554016417685
25282,150000,2,2,2,26,-1,-1,0,0,-1,-1,242,3180,4900,5207,5313,6340,3180,1747,1000,9119,1027,4,0,1,25182,4197.0,16077,2679.5,0.16787888080746127,0.6384068617718301,-0.6666666666666666,0,0,0,-6098,3325.5674252674535
25283,70000,2,3,2,24,0,0,0,0,0,0,69039,68609,69217,69327,68582,68677,3000,4000,3200,3000,3000,3000,0,1,413451,68908.5,19200,3200.0,5.906358480593134,0.04643828062265994,0.0,0,0,0,362,400.0
25284,60000,2,3,1,23,2,0,0,0,0,0,60406,57491,59137,59345,29399,29339,2055,2570,1620,1020,1050,1080,0,1,295117,49186.166666666664,9395,1565.8333333333333,4.918534691088482,0.031834723737623596,0.3333333333333333,2,1,1,31067,640.4093742807539
25285,50000,2,2,2,22,0,0,0,0,0,0,45417,45009,44639,52198,43181,31473,2000,2000,10052,2000,1136,2000,0,1,261917,43652.833333333336,19188,3198.0,5.238235235295294,0.07325956978901793,0.0,0,0,0,13944,3375.4992519625894
25286,140000,2,2,2,26,2,2,2,2,2,2,118425,120970,123141,124622,125865,128479,6000,5600,5000,4800,4800,4700,1,1,741502,123583.66666666667,30900,5150.0,5.296405025678388,0.041672117307684525,2.0,2,6,1,-10054,528.2045058497703
25287,80000,2,2,1,26,2,0,0,0,0,0,78768,79611,80770,53142,55064,28750,3500,4450,2249,1200,2400,1100,0,1,376105,62684.166666666664,14899,2483.1666666666665,4.701253734328321,0.039613832270689646,0.3333333333333333,2,1,1,50018,1305.6646455605157
25288,80000,2,2,1,26,0,0,-1,-1,-1,-2,40216,10400,10935,2318,-711,-708,1400,10935,2324,707,3,45906,0,1,62450,10408.333333333334,61275,10212.5,0.7806152423094711,0.9811692366815583,-0.8333333333333334,0,0,0,40924,17938.92392257685
25289,60000,2,1,2,26,0,0,0,0,0,0,36604,35777,29836,30818,31314,30852,1765,1812,1794,1290,1268,1273,0,1,195201,32533.5,9202,1533.6666666666667,3.253295778403693,0.04714091044149138,0.0,0,0,0,5752,281.65842197006407
25290,200000,2,1,2,27,0,0,0,0,0,0,86192,67483,58112,23949,9270,4496,15186,10188,1074,209,112,2797,0,1,249502,41583.666666666664,29566,4927.666666666667,1.2475037624811876,0.11849957715939287,0.0,0,0,0,81696,6288.9022465504
25291,100000,2,1,2,27,0,0,0,0,0,-1,19164,23828,25138,26499,26799,1150,5000,2000,2000,500,1150,0,0,1,122578,20429.666666666668,10650,1775.0,1.2257677423225768,0.08688274500526191,-0.16666666666666666,0,0,0,18014,1770.240096710048
25292,100000,2,1,2,26,0,0,0,0,0,0,81463,83098,63848,64692,66114,67396,4000,3000,2500,2500,2500,2600,0,1,426611,71101.83333333333,17100,2850.0,4.266067339326606,0.04008326066777306,0.0,0,0,0,14067,595.8187643906492
25293,80000,2,2,2,26,0,0,0,0,0,0,77760,79248,120697,60989,41023,42663,3100,4700,4800,1200,3260,2000,1,1,422380,70396.66666666667,19060,3176.6666666666665,5.27968400394995,0.045125135837076,0.0,0,0,0,35097,1432.5036358301736
25294,70000,2,2,2,22,0,0,0,0,0,0,72473,72189,71867,64534,33683,32857,3500,3427,3100,1200,1700,1307,0,1,347603,57933.833333333336,14234,2372.3333333333335,4.965686204482793,0.040948895870013005,0.0,0,0,0,39616,1083.9543655831028
25295,80000,2,2,2,24,0,0,0,-1,0,-1,19167,10192,7241,3261,6264,891,3000,2005,3261,3003,891,2070,0,1,47016,7836.0,14230,2371.6666666666665,0.587692653841827,0.30265648595188976,-0.3333333333333333,0,0,0,18276,894.6641082924176
25296,60000,2,2,2,24,0,0,0,0,0,0,50840,49592,44412,45402,35704,36524,2100,1847,1837,1139,1254,1387,0,1,262474,43745.666666666664,9564,1594.0,4.374493758437359,0.03643775597675969,0.0,0,0,0,14316,385.8932494874716
25297,80000,2,2,2,24,0,0,0,0,0,0,72383,73620,53728,31989,20058,196,3500,2354,2027,800,196,184,0,1,251974,41995.666666666664,9061,1510.1666666666667,3.1496356295546306,0.03595991665839865,0.0,0,0,0,72187,1336.3155939622447
25298,50000,2,2,1,24,0,0,0,0,0,0,48700,47544,47612,48713,49295,49916,2401,2440,2396,1368,1401,1807,0,1,291780,48630.0,11813,1968.8333333333333,5.835483290334193,0.04048584383493099,0.0,0,0,0,-1216,510.0711388293467
25299,80000,2,1,2,24,2,0,0,0,0,0,79434,80246,80167,60201,47850,48698,3100,2650,2065,1850,1756,2100,1,1,396596,66099.33333333333,13521,2253.5,4.957388032649592,0.03409254230364829,0.3333333333333333,2,1,1,30736,518.3025178406912
25300,30000,2,2,2,23,0,0,0,0,0,0,24607,24430,23881,24234,24853,7814,1700,1600,1287,1296,500,1550,0,1,129819,21636.5,7933,1322.1666666666667,4.327155761474618,0.061107687567401016,0.0,0,0,0,16793,435.8295155983205
25301,50000,2,1,2,25,0,0,0,0,0,0,9162,9818,7161,8377,8789,8813,1500,2000,1500,1000,500,500,0,1,52120,8686.666666666666,7000,1166.6666666666667,1.0423791524169517,0.13430287216285183,0.0,0,0,0,349,605.5300708194984
25302,80000,2,3,2,25,0,0,0,0,0,0,88786,86391,84871,81813,45094,38121,3200,4000,3000,1500,1500,1300,0,1,425076,70846.0,14500,2416.6666666666665,5.3133835827052165,0.03411146686365059,0.0,0,0,0,50665,1130.3391821336934
25303,20000,2,2,1,21,0,0,0,2,0,0,14326,15334,18206,17482,34862,14860,1252,3124,0,349,297,0,0,1,115070,19178.333333333332,5022,837.0,5.753212339383031,0.04364262064290742,0.3333333333333333,2,1,0,-534,1211.071921893989
25304,80000,2,2,1,25,0,0,0,0,0,0,79029,76009,74908,41646,29297,30057,4000,3200,2230,1300,1410,1000,0,1,330946,55157.666666666664,13140,2190.0,4.1367732903338705,0.03970424267329814,0.0,0,0,0,48972,1192.8453378372235
25305,100000,2,1,2,25,0,0,0,0,0,0,90976,93443,94192,95535,97945,93412,4000,3503,4000,4003,3500,3400,0,1,565503,94250.5,22406,3734.3333333333335,5.654973450265497,0.039621293571751925,0.0,0,0,0,-2436,294.4640328913986
25306,30000,2,1,2,25,1,3,2,0,0,0,14717,14190,12900,11006,5584,5268,0,0,2046,0,0,0,1,1,63665,10610.833333333334,2046,341.0,2.122095930135662,0.03213646216190746,1.0,3,3,1,9449,835.2760022890637
25307,200000,2,1,2,25,0,0,0,0,0,-2,183516,179534,134572,61450,-200,-200,6700,7000,3000,0,0,0,0,1,558672,93112.0,16700,2783.3333333333335,2.7933460332698337,0.029892262557882698,-0.3333333333333333,0,0,0,183716,3358.8192369740095
25308,60000,2,2,2,25,0,0,0,0,0,0,34992,36106,37220,38253,39369,36592,2000,2000,2000,2000,1400,1400,1,1,222532,37088.666666666664,10800,1800.0,3.708804853252446,0.048532127819244784,0.0,0,0,0,-1600,309.83866769659335
25309,170000,2,2,3,24,-1,0,0,0,0,0,44544,37432,38658,35458,30143,42215,2000,2165,2285,500,28500,2000,0,1,228450,38075.0,37450,6241.666666666667,1.343815624613973,0.1639301206823345,-0.16666666666666666,0,0,0,2329,10923.900707470144
25310,20000,2,1,2,24,0,0,0,0,2,0,15451,16789,18203,19602,16121,15321,1600,2000,4000,0,1500,2000,1,1,101487,16914.5,11100,1850.0,5.074096295185241,0.10937253665457985,0.3333333333333333,2,1,0,130,1286.4680330268607
25311,230000,2,1,2,25,0,0,0,0,0,0,35101,35695,11657,13258,12459,6886,5000,5000,3000,669,5000,19000,0,1,115056,19176.0,37669,6278.166666666667,0.5002413032986813,0.3273942480683487,0.0,0,0,0,28215,6464.600541925748
25312,50000,2,2,2,25,3,2,0,0,0,0,66881,65115,51010,50342,36025,36778,0,2092,1460,1167,1209,1645,0,1,306151,51025.166666666664,7573,1262.1666666666667,6.122897542049159,0.024736078810525492,0.8333333333333334,3,2,1,30103,704.1691321455853
25313,90000,2,2,2,25,0,0,0,2,0,0,103541,100190,99522,89674,10874,0,5000,8500,0,217,0,10610,1,1,403801,67300.16666666667,24327,4054.5,4.486627926356374,0.060244872487010964,0.3333333333333333,2,1,0,103541,4716.680347447768
25314,70000,2,1,2,25,0,-1,-1,-1,-2,-2,5328,212,41069,-367,-367,-367,212,42000,0,0,0,0,0,1,45508,7584.666666666667,42212,7035.333333333333,0.6501049985000215,0.9275527917554769,-1.1666666666666667,0,0,0,5695,17129.32837757122
25315,50000,2,1,2,25,0,0,0,0,0,0,44984,47217,47748,46987,47462,48104,3000,3000,2000,2000,1859,3000,0,1,282502,47083.666666666664,14859,2476.5,5.649927001459971,0.0525976715291519,0.0,0,0,0,-3120,575.7720903274142
25316,120000,2,2,2,26,0,0,0,0,0,0,34183,22431,12399,4199,3059,674,1700,1500,1000,682,0,0,0,1,76945,12824.166666666666,4882,813.6666666666666,0.6412029899750835,0.06344709276635563,0.0,0,0,0,33509,725.6450004421355
25317,50000,2,3,2,26,2,2,2,2,2,2,33457,34504,35447,36061,36571,35850,1900,1800,1500,1400,0,3000,1,1,211890,35315.0,9600,1600.0,4.237715245695086,0.04530631315157321,2.0,2,6,1,-2393,969.5359714832658
25318,380000,2,1,2,27,-2,-2,-2,-2,-2,-2,0,292,7352,3401,1042,4000,292,7352,3401,1042,4000,5000,0,1,16087,2681.1666666666665,21087,3514.5,0.042334099120791786,1.3107284932869219,-2.0,-2,0,0,-4000,2595.3601484187125
25319,140000,2,1,2,27,1,-1,-1,-1,-2,-2,0,2051,446,0,0,0,2051,446,0,0,0,1593,1,1,2497,416.1666666666667,4090,681.6666666666666,0.01783558688866508,1.6373098478783026,-1.0,1,1,1,0,911.6083954564409
25320,200000,2,2,2,27,0,0,0,0,0,0,157768,108932,110405,90226,88789,92188,6000,5000,10000,5000,5000,5000,0,1,648308,108051.33333333333,36000,6000.0,3.241523792381038,0.05552907641263657,0.0,0,0,0,65580,2000.0
25321,60000,2,2,2,26,0,0,0,0,0,-2,23911,25181,26513,7028,-1073,-1073,1668,2000,1500,0,0,22000,0,1,80487,13414.5,27168,4528.0,1.3414276428726188,0.3375409999006063,-0.3333333333333333,0,0,0,24984,8602.505681486064
25322,80000,2,3,2,25,0,0,0,0,0,0,80804,81390,81700,79080,59873,60520,3000,3058,9013,2200,2200,2500,0,1,443367,73894.5,21971,3661.8333333333335,5.542018224772191,0.04955477165695314,0.0,0,0,0,20284,2648.0707253898386
25323,270000,2,1,2,28,0,0,0,0,0,0,70587,70279,69339,67497,68446,69799,3015,3000,2500,2435,3000,4000,0,1,415947,69324.5,17950,2991.6666666666665,1.5405387387454121,0.04315443276563417,0.0,0,0,0,788,560.1844934186117
25324,150000,2,2,2,28,0,0,0,0,0,0,25639,16213,18075,19902,5331,9281,2000,2000,2000,1000,3950,0,0,1,94441,15740.166666666666,10950,1825.0,0.6296024693168712,0.11594417737870863,0.0,0,0,0,16358,1312.9166005500883
25325,260000,2,3,2,27,0,0,0,0,0,0,106164,105133,100606,93022,61746,47819,3834,4523,3154,2025,1709,2011,0,1,514490,85748.33333333333,17256,2876.0,1.978800081538148,0.033539945305165686,0.0,0,0,0,58345,1143.8506895569894
25326,200000,2,4,1,27,0,0,0,0,0,0,185143,188678,191500,187835,139070,140171,7000,7512,7500,5100,5100,5500,0,1,1032397,172066.16666666666,37712,6285.333333333333,5.161959190204049,0.03652854809869837,0.0,0,0,0,44972,1176.2358040234394
25327,90000,2,1,2,27,0,0,0,0,0,0,61799,62561,63069,62643,59265,59046,2400,2518,2514,2100,2500,2500,0,1,368383,61397.166666666664,14532,2422.0,4.093098965567049,0.039447967338429465,0.0,0,0,0,2753,163.716828701267
25328,200000,2,2,1,29,1,2,0,0,0,2,57982,55005,54742,54401,42923,40365,0,2200,1671,3000,0,4600,0,1,305418,50903.0,11471,1911.8333333333333,1.527082364588177,0.037558239664199015,0.8333333333333334,2,3,1,17617,1781.100830011223
25329,200000,2,3,2,29,-1,-1,-1,-1,-1,-1,326,326,326,326,326,326,326,326,326,326,326,326,0,1,1956,326.0,1956,326.0,0.009779951100244499,0.9994890137966275,-1.0,-1,0,0,0,0.0
25330,30000,2,2,2,25,0,0,2,2,2,2,23657,26568,27456,27915,27185,28806,3300,1600,1200,0,2200,0,1,1,161587,26931.166666666668,8300,1383.3333333333333,5.386053798206726,0.05136520038616729,1.3333333333333333,2,4,0,-5149,1284.3935014888027
25331,180000,2,1,2,27,0,0,0,0,0,0,101395,101607,98186,59451,49956,50133,5000,3371,6940,2800,2000,2000,0,1,460728,76788.0,22111,3685.1666666666665,2.5595857800789994,0.04799133547052606,0.0,0,0,0,51262,1943.4258840168482
25332,30000,2,2,1,28,0,0,0,0,0,0,8704,9698,11022,12032,12134,12439,1300,1488,1498,600,500,750,0,1,66029,11004.833333333334,6136,1022.6666666666666,2.200893303556548,0.09292745721641678,0.0,0,0,0,-3735,457.2888219349634
25333,520000,2,1,2,28,-1,0,0,-1,0,0,34167,53319,25689,146903,150656,132050,40054,8011,151509,50263,59491,48326,0,1,542784,90464.0,357654,59609.0,1.0438133772819667,0.6589238833055445,-0.3333333333333333,0,0,0,-97883,48383.94229080553
25334,80000,2,3,2,28,-1,-1,-1,-1,-1,-1,1646,4830,4655,15403,5849,2046,4830,4655,17663,5852,2254,1467,0,1,34429,5738.166666666667,36721,6120.166666666667,0.4303571205359933,1.0665408074353762,-1.0,-1,0,0,-400,5894.393316251187
25335,120000,2,3,1,28,0,0,0,0,0,0,57863,59456,57868,60790,50091,51113,5000,3588,10000,5000,5000,3000,0,1,337181,56196.833333333336,31588,5264.666666666667,2.809818251514571,0.09368234366010048,0.0,0,0,0,6750,2472.790057135192
25336,360000,2,1,2,27,-1,-1,-1,-1,-1,0,660,660,658,1095,4948,3861,663,661,1100,4953,19,1264,0,1,11882,1980.3333333333333,8660,1443.3333333333333,0.03300546387371146,0.7287721955735084,-0.8333333333333334,0,0,0,-3201,1772.9912201324255
25337,50000,2,1,2,27,0,0,0,0,0,0,44402,44977,46546,46033,48656,41674,2000,3000,2400,3023,5000,0,0,1,272288,45381.333333333336,15423,2570.5,5.445651086978261,0.056642023732137545,0.0,0,0,0,2728,1628.1097935950143
25338,200000,2,2,2,27,0,0,0,0,0,0,108422,106437,109068,112286,77062,0,3900,4345,6000,3950,0,0,0,1,513275,85545.83333333333,18195,3032.5,2.566362168189159,0.0354487644074533,0.0,0,0,0,108422,2470.4326544150117
25339,30000,2,2,2,24,0,0,0,0,0,0,23729,27889,29500,29639,27546,6718,10000,2061,1200,551,0,0,1,1,145021,24170.166666666668,13812,2302.0,4.833872204259858,0.09524072209733696,0.0,0,0,0,17011,3852.1707646468635
25340,50000,2,2,2,24,0,0,2,0,-1,0,16691,15412,12420,13156,28315,28908,3500,0,1329,29328,1049,1186,0,1,114902,19150.333333333332,36392,6065.333333333333,2.297994040119198,0.3167193197740703,0.16666666666666666,2,1,0,-12217,11453.60389862801
25341,80000,2,1,2,25,-2,-2,-2,-2,-2,-2,4932,2638,2940,2946,9606,2946,2638,2940,2946,9606,2946,3345,0,1,26008,4334.666666666667,24421,4070.1666666666665,0.32509593630079625,0.938944211619055,-2.0,-2,0,0,1986,2721.2936935705175
25342,50000,2,2,2,25,0,0,-1,-1,0,0,40114,22701,390,26898,26911,26926,1000,390,26898,1000,1000,1000,0,1,143940,23990.0,31288,5214.666666666667,2.878742425151497,0.21736683780159927,-0.3333333333333333,0,0,0,13188,10625.422470032272
25343,120000,2,2,2,26,-1,-1,-1,-1,-1,-1,1682,1929,1682,1682,1682,1682,1929,1682,1682,1682,1682,1674,0,1,10339,1723.1666666666667,10331,1721.8333333333333,0.08615761535320539,0.9991295938104449,-1.0,-1,0,0,0,101.54096053645873
25344,210000,2,4,2,27,1,-2,-1,-1,-2,-2,0,0,780,0,0,0,0,780,0,0,0,0,0,1,780,130.0,780,130.0,0.003714268027295108,0.998719590268886,-1.1666666666666667,1,1,1,0,318.43366656181314
25345,80000,2,2,2,22,0,0,0,0,0,0,76405,77043,79524,75773,29126,8671,2780,3745,1628,596,173,2114,0,1,346542,57757.0,11036,1839.3333333333333,4.3317208534893314,0.03184597582406801,0.0,0,0,0,67734,1338.5863687736653
25346,50000,2,1,2,25,0,0,0,0,0,0,48408,47563,41319,25110,20478,20258,1774,2100,1609,1000,1000,1000,0,1,203136,33856.0,8483,1413.8333333333333,4.062638747225056,0.04175999448647957,0.0,0,0,0,28150,480.0851660556351
25347,300000,2,2,2,25,-2,-2,-1,-1,-2,-2,1800,1800,2148,1800,0,2635,1800,2148,1800,0,2635,750,0,1,10183,1697.1666666666667,9133,1522.1666666666667,0.033943220189266037,0.8967989002356638,-1.6666666666666667,-1,0,0,-835,969.2967381904608
25348,100000,2,1,2,26,0,0,0,0,0,2,2405,3420,4286,5302,6829,6574,1214,1080,1096,1623,0,394,0,1,28816,4802.666666666667,5407,901.1666666666666,0.2881571184288157,0.18763230037824896,0.3333333333333333,2,1,0,-4169,592.9871555663467
25349,80000,2,2,2,26,-1,-1,-1,-1,-1,-1,390,390,390,0,780,0,390,390,0,780,0,0,1,1,1950,325.0,1560,260.0,0.024374695316308547,0.7995899538698104,-1.0,-1,0,0,390,318.43366656181314
25350,130000,2,1,2,26,-1,-1,-1,-1,-1,-1,1094,1271,1205,1798,299,1280,1293,1205,1798,299,1280,3368,0,1,6947,1157.8333333333333,9243,1540.5,0.0534380504765348,1.3303108808290156,-1.0,-1,0,0,-186,1018.7307298790981
25351,80000,2,2,2,27,0,0,0,0,0,0,20540,8985,8941,8564,6281,6965,1985,2287,2287,281,965,18000,0,1,60276,10046.0,25805,4300.833333333333,0.7534405819927251,0.4281069064485625,0.0,0,0,0,13575,6759.114510545495
25352,160000,2,1,2,27,1,-1,0,0,0,0,0,11700,12829,10801,10351,3366,11700,12014,8000,5000,0,1263,1,1,49047,8174.5,37977,6329.5,0.3065418341135368,0.7742823356711792,0.0,1,1,1,-3366,5127.298382189201
25353,130000,2,1,2,27,0,0,0,0,0,0,128137,109868,108167,102584,91030,82634,4000,4019,4017,3100,4500,5380,0,1,622420,103736.66666666667,25016,4169.333333333333,4.787809324543657,0.04019144598270302,0.0,0,0,0,45503,747.3964588266837
25354,30000,2,1,1,23,-1,-1,3,2,0,0,6630,3842,3631,1950,1170,1170,3842,0,0,0,0,0,0,1,18393,3065.5,3842,640.3333333333334,0.6130795640145329,0.2088724584103512,0.5,3,2,0,5460,1568.489931962162
25355,50000,2,1,2,23,0,0,-1,0,0,0,9861,6486,2636,4652,6390,8880,1000,2636,2500,2128,2880,390,0,1,38905,6484.166666666667,11534,1922.3333333333333,0.7780844383112338,0.29645812985143677,-0.16666666666666666,0,0,0,981,1000.118726285368
25356,20000,2,2,2,22,0,0,0,0,0,0,19583,16810,17941,19327,19155,19422,1300,1409,1795,623,512,185,0,1,112238,18706.333333333332,5824,970.6666666666666,5.611619419029049,0.051889271999928724,0.0,0,0,0,161,621.0702590421366
25357,140000,2,2,2,23,0,0,0,0,0,0,21001,16400,20729,15583,7218,7365,4000,5000,2000,0,147,1000,0,1,88296,14716.0,12147,2024.5,0.6306812094199327,0.1375697928581945,0.0,0,0,0,13636,2070.2660457052375
25358,180000,2,1,2,25,-1,0,0,0,0,0,62798,51923,51935,47383,32876,28915,1867,2501,1271,926,876,3004,0,1,275830,45971.666666666664,10445,1740.8333333333333,1.5323803756645797,0.03786738981477789,-0.16666666666666666,0,0,0,33883,874.299128826437
25359,400000,2,3,2,26,0,0,0,0,0,0,18256,18245,18447,13574,8805,10501,1300,1229,1120,292,2784,270,0,1,87828,14638.0,6995,1165.8333333333333,0.2195694510763723,0.07964339796650309,0.0,0,0,0,7755,917.4591907363873
25360,260000,2,2,2,26,-1,-1,-2,-2,-2,-2,28,-288,-604,-920,-1236,-1552,288,1236,316,316,316,316,0,1,-4572,-762.0,2788,464.6666666666667,-0.017584547751739416,0.6096654275092936,-1.6666666666666667,-1,0,0,1580,378.0405621975857
25361,260000,2,2,2,26,0,0,0,0,0,0,264249,264434,263847,262723,222464,222837,9800,9800,9413,7114,7532,8427,0,1,1500554,250092.33333333334,52086,8681.0,5.771339341002535,0.034711156871957374,0.0,0,0,0,41412,1173.060271256341
25362,180000,2,2,1,26,-1,-1,-1,-1,-1,-1,2406,2410,2057,2392,1483,2161,2410,2057,2392,1483,2161,2181,0,1,12909,2151.5,12684,2114.0,0.07171626824295421,0.9824941905499612,-1.0,-1,0,0,245,338.5285807727318
25363,160000,2,1,2,27,1,-2,-2,-2,-2,-2,0,0,0,1900,0,2018,0,0,1900,0,2018,0,0,1,3918,653.0,3918,653.0,0.024487346954081536,0.999744832865527,-1.5,1,1,1,-2018,1012.3112169683787
25364,20000,2,2,2,25,2,2,2,2,0,0,17496,16923,20319,19543,19534,19320,0,4000,0,391,386,249,0,1,113135,18855.833333333332,5026,837.6666666666666,5.656467176641168,0.04442440956017536,1.3333333333333333,2,4,1,-1824,1559.0872543468074
25365,30000,2,2,1,25,0,0,0,0,0,0,28848,27932,27474,28351,26389,26992,2000,1524,1401,917,1000,2000,0,1,165986,27664.333333333332,8842,1473.6666666666667,5.532682243925202,0.05326923192780157,0.0,0,0,0,1856,468.2104939732414
25366,250000,2,2,1,25,0,0,0,0,0,0,13358,19102,23681,20869,25490,31258,6000,5000,4000,5000,6000,5000,0,1,133758,22293.0,31000,5166.666666666667,0.5350298598805605,0.23176010586203546,0.0,0,0,0,-17900,752.772652709081
25367,80000,2,1,2,25,0,0,0,0,0,0,40764,41765,42251,46475,48156,50419,2000,1776,5000,3000,5000,2500,0,1,269830,44971.666666666664,19276,3212.6666666666665,3.3728328395895053,0.07143730705515675,0.0,0,0,0,-9655,1447.5367583127784
25368,90000,2,1,2,24,0,0,0,-2,-2,-2,77860,76387,0,0,0,0,3292,0,0,0,0,0,0,1,154247,25707.833333333332,3292,548.6666666666666,1.713836512927634,0.021342254032467197,-1.0,0,0,0,77860,1343.9533722070373
25369,50000,2,1,2,28,-2,-2,-2,-2,-2,-2,0,0,0,0,0,-2000,0,0,0,0,0,2000,0,1,-2000,-333.3333333333333,2000,333.3333333333333,-0.03999920001599968,0.9995002498750625,-2.0,-2,0,0,2000,816.4965809277261
25370,210000,2,1,2,27,-1,0,0,0,2,-1,39397,38683,39210,38986,689,2040,2000,1985,1300,0,2040,4081,0,1,159005,26500.833333333332,11406,1901.0,0.7571630611282804,0.07173314214557941,0.0,2,1,0,37357,1323.901809047786
25371,200000,2,1,2,27,0,0,0,0,0,0,8666,9737,16013,28720,23607,24135,1224,6500,15000,3607,684,5000,0,1,110878,18479.666666666668,32015,5335.833333333333,0.5543872280638596,0.2887381740455812,0.0,0,0,0,-15469,5223.021670131829
25372,320000,2,2,2,28,0,-1,0,0,0,0,10668,44197,36538,34603,31596,30155,44462,12000,2000,1000,1000,5098,0,1,187757,31292.833333333332,65560,10926.666666666666,0.5867387914412767,0.34917287146220133,-0.16666666666666666,0,0,0,-19487,16949.966261520014
25373,200000,2,1,1,32,-2,-2,-2,-2,-2,-2,14202,0,505,0,0,0,0,505,0,0,0,4950,0,2,14707,2451.1666666666665,5455,909.1666666666666,0.07353463232683836,0.37088659233070437,-2.0,-2,0,0,14202,1989.8754148606056
25374,80000,2,2,1,27,1,2,2,2,2,-1,3970,1603,3740,2000,0,2096,0,2191,0,0,2096,0,1,1,13409,2234.8333333333335,4287,714.5,0.16761040486993914,0.3196868008948546,1.3333333333333333,2,5,1,1874,1107.3062358715406
25375,140000,2,3,2,26,0,0,0,0,0,0,33236,32971,31206,31730,30535,28301,1785,2012,1536,837,989,782,0,1,187979,31329.833333333332,7941,1323.5,1.3426975521603417,0.04224385572933291,0.0,0,0,0,4935,524.2071155564373
25376,80000,2,1,2,27,0,0,0,0,0,0,78178,77637,73966,71447,66994,66813,3437,3300,3050,5000,2700,2300,0,1,435035,72505.83333333333,19787,3297.8333333333335,5.437869526630917,0.0454835921624877,0.0,0,0,0,11365,930.7245385540593
25377,200000,2,1,2,29,0,0,-1,-1,-1,0,11347,30478,7892,1961,1357,1357,25000,8082,2580,1357,0,0,0,1,54392,9065.333333333334,37019,6169.833333333333,0.27195864020679894,0.6805838986634309,-0.5,0,0,0,9990,9699.644455683243
25378,230000,2,2,2,30,-1,2,-1,-1,-1,-1,2374,2165,2154,1966,1966,1966,0,2154,1966,1966,1966,177,1,1,12591,2098.5,8229,1371.5,0.05474324024678154,0.653510165184244,-0.5,2,1,0,408,998.0420331829717
25379,230000,2,1,2,28,0,0,0,-2,-2,-1,231591,102650,0,0,0,915,4650,0,0,0,915,4306,0,1,335156,55859.333333333336,9871,1645.1666666666667,1.4571936643753722,0.029451868825654842,-0.8333333333333334,0,0,0,230676,2225.3952832399614
25380,20000,2,3,1,26,0,0,0,0,0,0,13548,14919,17057,13450,7944,780,1605,3130,1275,159,0,0,0,1,67698,11283.0,6169,1028.1666666666667,3.384730763461827,0.09112394570082276,0.0,0,0,0,12768,1239.4410702678313
25381,90000,2,2,1,27,0,0,0,0,0,0,91367,64482,32037,14589,10237,10066,2121,1357,1037,243,244,226,0,1,222778,37129.666666666664,5228,871.3333333333334,2.4752836079599114,0.023467202923076233,0.0,0,0,0,81301,778.4329557943104
25382,130000,2,2,1,26,2,2,2,2,0,0,5169,6228,6065,3489,3489,1163,1300,1250,0,0,0,0,1,1,25603,4267.166666666667,2550,425.0,0.19694463888739316,0.09959381346664584,1.3333333333333333,2,4,1,4006,658.5969936159745
25383,320000,2,2,2,29,-2,-2,-2,-2,-2,-2,5118,3743,7997,3115,1852,1347,6783,8063,3115,1852,1347,5158,0,1,23172,3862.0,26318,4386.333333333333,0.07241227371164465,1.135718292840806,-2.0,-2,0,0,3771,2725.2170311126906
25384,30000,2,2,2,29,2,2,0,0,0,0,36328,35291,36775,36914,33305,33688,0,2206,1500,2000,6000,6000,0,1,212301,35383.5,17706,2951.0,7.076464117862738,0.08340006217558008,0.6666666666666666,2,2,1,2640,2484.5937293650245
25385,240000,2,1,2,29,2,0,0,2,0,0,32870,34015,38257,37607,40924,43546,2000,5000,0,4000,3000,10000,1,1,227219,37869.833333333336,24000,4000.0,0.9467418885754643,0.10562450488513335,0.6666666666666666,2,2,1,-10676,3405.87727318528
